1	1	18.000000	8	12	1	3891637664	-1	-1	
1	2	189.000000	8	12	1	3797556992	-1	-1	
1	3	30.000000	8	12	1	3797418016	-1	-1	
2	1	2.000000	8	12	1	3797556992	-1	-1	
2	2	1.000000	8	12	1	3797257552	3797556992	3797556992	
2	3	1.000000	8	12	1	3797171536	3797556992	3797556992	
3	1	206.000000	8	12	1	3892226480	-1	-1	
3	2	1241.000000	8	12	1	3796901344	3892226480	-2	
3	3	221.000000	8	12	1	3796569856	3892226480	3892226480	
4	1	263.000000	8	12	1	3796901344	3892226480	-2	
4	2	265.000000	8	12	1	3796989872	3796901344	3796901344	
4	3	275.000000	8	12	1	3796922256	3796901344	3796901344	
5	1	225.000000	8	12	1	3796551104	-1	-1	
5	2	275.000000	8	12	1	3796577616	3796551104	-2	
5	3	40.000000	9	14	2	3797370448	3796551104	-2	
6	1	1.000000	8	12	1	3889949104	-1	-1	
6	2	1.000000	8	12	1	3798092992	3889949104	-2	
6	3	1.000000	9	14	3	3796713648	3889949104	3889949104	
7	1	1.000000	8	12	1	3889949104	-1	-1	
7	2	1.000000	8	12	1	3796544560	3889949104	-2	
7	3	1.000000	8	12	1	3797369296	3889949104	3889949104	
8	1	1.000000	8	12	1	3889949104	-1	-1	
8	2	1.000000	8	12	1	3796712000	3889949104	3889949104	
8	3	1.000000	8	12	1	3797075680	3889949104	-2	
9	1	1.000000	8	12	1	3889949104	-1	-1	
9	2	232.000000	8	12	5	3797374608	3797015744	3797015744	
9	3	44.000000	8	12	1	3796735712	3796712000	3796712000	
10	1	246.000000	8	12	1	3795721264	3795388992	3795388992	
10	2	237.000000	8	12	1	3797374608	3797015744	3797015744	
10	3	262.000000	8	12	1	3797109312	3795721264	3795721264	
11	1	266.000000	8	12	1	3795721264	3795388992	3795388992	
11	2	241.000000	8	12	1	3797013808	3795721264	3795721264	
11	3	263.000000	8	12	1	3796651056	3795721264	-2	
12	1	239.000000	8	12	1	3796005536	3797103344	3797103344	
12	2	162.000000	8	12	1	3797123536	3796005536	-2	
12	3	253.000000	8	12	6	3796775232	3796005536	-2	
13	1	7242.000000	8	12	1	3795721264	3795388992	3795388992	
13	2	1247.000000	8	12	1	3796762368	3795721264	-2	
13	3	260.000000	8	12	6	3796775232	3796005536	-2	
14	1	265.000000	8	12	1	3795721264	3795388992	3795388992	
14	2	263.000000	8	12	1	3797134240	3795721264	-2	
14	3	276.000000	8	12	7	3797127488	3795721264	-2	
15	1	273.000000	8	12	1	3797103344	3892226480	3892226480	
15	2	266.000000	8	12	7	3797127488	3795721264	-2	
15	3	56.000000	8	12	8	3787945904	3797103344	-2	
16	1	231.000000	8	12	1	3585793072	3794911696	-2	
16	2	7244.000000	8	12	1	3797056272	3585793072	3585793072	
16	3	274.000000	8	12	1	3796818064	3585793072	-2	
17	1	1268.000000	8	12	1	3585793072	3794911696	-2	
17	2	8267.000000	8	12	1	3796643440	3585793072	3585793072	
17	3	16247.000000	8	12	1	3796784144	3585793072	3585793072	
18	1	7261.000000	8	12	1	3796784144	3585793072	3585793072	
18	2	276.000000	8	12	1	3787988528	3796784144	3796784144	
18	3	245.000000	8	12	9	3786692672	3795721264	3795721264	
19	1	8256.000000	8	12	1	3796784144	3585793072	3585793072	
19	2	1265.000000	8	12	1	3787873184	3796784144	3796784144	
19	3	8237.000000	8	12	9	3796142288	3795721264	3795721264	
20	1	7255.000000	8	12	1	3796784144	3585793072	3585793072	
20	2	1262.000000	8	12	9	3796142288	3795721264	3795721264	
20	3	180.000000	8	12	11	3796662848	3796784144	-2	
21	1	256.000000	8	12	1	3585793072	3794911696	-2	
21	2	9268.000000	8	12	1	3778523312	3585793072	3585793072	
21	3	95.000000	8	12	12	3787537456	3585793072	-2	
22	1	1273.000000	8	12	1	3778523312	3585793072	3585793072	
22	2	8246.000000	8	12	1	3796813968	3778523312	3778523312	
22	3	9239.000000	8	12	1	3797070288	3778523312	-2	
23	1	7275.000000	8	12	1	3585793072	3794911696	-2	
23	2	1276.000000	8	12	13	3796786800	3585793072	-2	
23	3	8218.000000	8	12	14	3796997776	3585793072	-2	
24	1	271.000000	8	12	1	3587622256	3585793072	3585793072	
24	2	274.000000	8	12	1	3796786800	3585793072	-2	
24	3	271.000000	8	12	1	3796997776	3585793072	-2	
25	1	257.000000	8	12	1	3796786800	3585793072	-2	
25	2	275.000000	8	12	1	3778600992	3796786800	3796786800	
25	3	7230.000000	8	12	15	3585915600	3786335248	3786335248	
26	1	275.000000	8	12	1	3778600992	3796786800	3796786800	
26	2	242.000000	8	12	15	3777624496	3585407760	3585407760	
26	3	193.000000	8	12	15	3787680528	3777624496	3777624496	
27	1	249.000000	8	12	1	3778600992	3796786800	3796786800	
27	2	262.000000	8	12	1	3778525392	3778600992	3778600992	
27	3	1080.000000	8	12	16	3777155536	3777239248	3777239248	
