1	1	273.000000	8	12	1	3889610000	-1	-1	
1	2	20.000000	8	12	1	3794924848	-1	-1	
1	3	1.000000	8	12	1	3794920960	-1	-1	
2	1	1204.000000	8	12	1	3796551104	-1	-1	
2	2	274.000000	8	12	1	3795654656	3796551104	3796551104	
2	3	276.000000	8	12	1	3795653936	3796551104	-2	
3	1	275.000000	8	12	1	3796551104	-1	-1	
3	2	162.000000	8	12	1	3795439216	3796551104	-2	
3	3	236.000000	8	12	1	3795472848	3796551104	3796551104	
4	1	235.000000	8	12	1	3796551104	-1	-1	
4	2	275.000000	8	12	1	3795280912	3796551104	-2	
4	3	274.000000	8	12	1	3795987360	3796551104	-2	
5	1	276.000000	8	12	1	3795200288	3795199488	3795199488	
5	2	275.000000	8	12	1	3795747424	3795200288	-2	
5	3	218.000000	8	12	1	3795437712	3795200288	3795200288	
6	1	250.000000	8	12	1	3797103344	3892226480	3892226480	
6	2	208.000000	8	12	1	3795058144	3797103344	3797103344	
6	3	267.000000	8	12	1	3795612112	3797103344	-2	
7	1	275.000000	8	12	1	3796901344	3892226480	-2	
7	2	275.000000	8	12	1	3796013232	3796901344	-2	
7	3	276.000000	8	12	1	3795935616	3796901344	3796901344	
8	1	229.000000	8	12	1	3797374608	3797015744	3797015744	
8	2	271.000000	8	12	1	3796061232	3797374608	3797374608	
8	3	177.000000	8	12	1	3795609952	3797374608	-2	
9	1	241.000000	8	12	1	3797103344	3892226480	3892226480	
9	2	8251.000000	8	12	1	3796005536	3797103344	3797103344	
9	3	10.000000	8	12	3	3795658176	3797103344	3797103344	
10	1	227.000000	8	12	1	3796005536	3797103344	3797103344	
10	2	257.000000	8	12	1	3586032224	3796005536	3796005536	
10	3	240.000000	8	12	1	3795693312	3796005536	-2	
11	1	253.000000	8	12	1	3586032224	3796005536	3796005536	
11	2	264.000000	8	12	1	3795462000	3586032224	3586032224	
11	3	1228.000000	8	12	4	3796413280	3796400416	-2	
12	1	234.000000	8	12	1	3797103344	3892226480	3892226480	
12	2	240.000000	8	12	1	3794911696	3797103344	3797103344	
12	3	199.000000	8	12	4	3796413280	3796400416	-2	
13	1	239.000000	8	12	1	3794911696	3797103344	3797103344	
13	2	7215.000000	8	12	4	3796413280	3796400416	-2	
13	3	8263.000000	8	12	1	3585793072	3794911696	-2	
14	1	8261.000000	8	12	1	3585793072	3794911696	-2	
14	2	1173.000000	8	12	1	3795226224	3585793072	-2	
14	3	244.000000	8	12	4	3796413280	3796400416	-2	
15	1	226.000000	8	12	1	3585793072	3794911696	-2	
15	2	264.000000	8	12	1	3795856576	3585793072	-2	
15	3	257.000000	8	12	1	3795257408	3585793072	-2	
16	1	275.000000	8	12	1	3795856576	3585793072	-2	
16	2	8257.000000	8	12	6	3796142288	3795721264	3795721264	
16	3	275.000000	8	12	1	3796018112	3795856576	-2	
17	1	270.000000	8	12	1	3797056272	3585793072	3585793072	
17	2	256.000000	8	12	6	3796142288	3795721264	3795721264	
17	3	216.000000	8	12	6	3795749008	3796142288	-2	
18	1	7243.000000	8	12	1	3796784144	3585793072	3585793072	
18	2	266.000000	8	12	1	3375927184	3796784144	-2	
18	3	260.000000	8	12	1	3795955312	3796784144	3796784144	
19	1	1250.000000	8	12	1	3796784144	3585793072	3585793072	
19	2	7260.000000	8	12	1	3795121312	3796784144	3796784144	
19	3	240.000000	8	12	8	3585407760	3795721264	3795721264	
20	1	245.000000	8	12	1	3795121312	3796784144	3796784144	
20	2	256.000000	8	12	9	3795783280	3786692672	3786692672	
20	3	223.000000	8	12	10	3795580496	3795121312	-2	
21	1	246.000000	8	12	1	3795121312	3796784144	3796784144	
21	2	255.000000	8	12	9	3786335248	3585407760	3585407760	
21	3	269.000000	8	12	9	3585915600	3786335248	3786335248	
22	1	235.000000	8	12	1	3796784144	3585793072	3585793072	
22	2	242.000000	8	12	1	3585579936	3796784144	3796784144	
22	3	8234.000000	8	12	9	3585915600	3786335248	3786335248	
23	1	249.000000	8	12	1	3585793072	3794911696	-2	
23	2	8235.000000	8	12	9	3585915600	3786335248	3786335248	
23	3	208.000000	8	12	9	3585590784	3585915600	3585915600	
24	1	1256.000000	8	12	1	3797070288	3778523312	-2	
24	2	8258.000000	8	12	1	3585941536	3797070288	3797070288	
24	3	273.000000	8	12	9	3585915600	3786335248	3786335248	
25	1	265.000000	8	12	1	3585941536	3797070288	3797070288	
25	2	241.000000	8	12	1	3376018944	3585941536	3585941536	
25	3	275.000000	9	14	11	3586011888	3585941536	-2	
26	1	251.000000	8	12	1	3585941536	3797070288	3797070288	
26	2	7067.000000	9	14	11	3586011888	3585941536	-2	
26	3	209.000000	8	12	12	3795443024	3777624496	3777624496	
