1	1	152.000000	8	12	1	3891218720	-1	-1	
1	2	276.000000	8	12	1	3797379856	-1	-1	
1	3	27.000000	8	12	1	3796799808	-1	-1	
2	1	8.000000	8	12	1	3796551104	-1	-1	
2	2	1.000000	8	12	1	3796807568	3796551104	-2	
2	3	1.000000	8	12	1	3795880720	3796551104	3796551104	
3	1	207.000000	8	12	1	3892226480	-1	-1	
3	2	181.000000	8	12	1	3796384816	3892226480	3892226480	
3	3	163.000000	8	12	1	3796416576	3892226480	3892226480	
4	1	14.000000	8	12	1	3795882592	3796551104	3796551104	
4	2	1.000000	8	12	1	3796057280	3795882592	3795882592	
4	3	1.000000	8	12	1	3795975936	3795882592	3795882592	
5	1	1.000000	8	12	1	3796551104	-1	-1	
5	2	1.000000	8	12	1	3796275520	3796551104	-2	
5	3	1218.000000	8	12	1	3796666656	3796551104	3796551104	
6	1	224.000000	8	12	1	3796666656	3796551104	3796551104	
6	2	18.000000	8	12	1	3796769264	3796666656	-2	
6	3	221.000000	8	12	1	3796728528	3796666656	3796666656	
7	1	20.000000	8	12	1	3889949104	-1	-1	
7	2	1.000000	8	12	1	3796056848	3889949104	3889949104	
7	3	1.000000	8	12	1	3796055984	3889949104	3889949104	
8	1	1.000000	8	12	1	3889949104	-1	-1	
8	2	1.000000	8	12	1	3796303328	3889949104	3889949104	
8	3	214.000000	8	12	1	3796400416	3889949104	3889949104	
9	1	227.000000	8	12	1	3796400416	3889949104	3889949104	
9	2	7208.000000	8	12	1	3796413280	3796400416	-2	
9	3	2266.000000	8	12	2	3795388992	3796901344	3796901344	
10	1	273.000000	8	12	1	3796413280	3796400416	-2	
10	2	276.000000	8	12	1	3786894096	3796413280	3796413280	
10	3	1260.000000	8	12	2	3795721264	3795388992	3795388992	
11	1	193.000000	8	12	1	3786894096	3796413280	3796413280	
11	2	255.000000	8	12	2	3795721264	3795388992	3795388992	
11	3	246.000000	8	12	2	3796001088	3795721264	3795721264	
12	1	156.000000	8	12	1	3786894096	3796413280	3796413280	
12	2	7199.000000	8	12	2	3797103344	3892226480	3892226480	
12	3	209.000000	8	12	2	3787075760	3797103344	3797103344	
13	1	1245.000000	8	12	1	3786894096	3796413280	3796413280	
13	2	231.000000	8	12	2	3797103344	3892226480	3892226480	
13	3	250.000000	8	12	2	3796374752	3797103344	-2	
14	1	186.000000	8	12	1	3786894096	3796413280	3796413280	
14	2	82.000000	8	12	1	3796565408	3786894096	3786894096	
14	3	233.000000	8	12	2	3797103344	3892226480	3892226480	
15	1	204.000000	8	12	1	3795376912	3796413280	3796413280	
15	2	212.000000	8	12	1	3796248784	3795376912	-2	
15	3	234.000000	8	12	2	3797103344	3892226480	3892226480	
16	1	209.000000	8	12	1	3796248784	3795376912	-2	
16	2	248.000000	8	12	2	3796142288	3795721264	3795721264	
16	3	7244.000000	9	14	3	3777766272	3796248784	-2	
17	1	262.000000	8	12	1	3796248784	3795376912	-2	
17	2	1239.000000	9	14	3	3777766272	3796248784	-2	
17	3	243.000000	9	14	3	3777719056	3777766272	3777766272	
18	1	7225.000000	8	12	1	3796248784	3795376912	-2	
18	2	254.000000	9	14	3	3777766272	3796248784	-2	
18	3	1243.000000	8	12	4	3797056272	3585793072	3585793072	
19	1	206.000000	8	12	1	3796248784	3795376912	-2	
19	2	129.000000	8	12	1	3786899200	3796248784	-2	
19	3	8238.000000	8	12	1	3787274448	3796248784	-2	
20	1	170.000000	8	12	1	3787274448	3796248784	-2	
20	2	156.000000	8	12	1	3796382448	3787274448	-2	
20	3	225.000000	8	12	5	3585407760	3795721264	3795721264	
21	1	275.000000	8	12	1	3787274448	3796248784	-2	
21	2	1260.000000	8	12	5	3796784144	3585793072	3585793072	
21	3	192.000000	8	12	5	3796066336	3796784144	-2	
22	1	8.000000	8	12	1	3787274448	3796248784	-2	
22	2	250.000000	8	12	5	3585793072	3794911696	-2	
22	3	29.000000	8	12	5	3777829440	3585793072	-2	
23	1	1.000000	8	12	1	3787274448	3796248784	-2	
23	2	266.000000	8	12	5	3587622256	3585793072	3585793072	
23	3	275.000000	8	12	5	3786921408	3587622256	3587622256	
24	1	53.000000	8	12	1	3787274448	3796248784	-2	
24	2	8208.000000	8	12	5	3585793072	3794911696	-2	
24	3	266.000000	8	12	5	3777755280	3585793072	3585793072	
25	1	49.000000	8	12	1	3787274448	3796248784	-2	
25	2	212.000000	8	12	5	3585793072	3794911696	-2	
25	3	220.000000	8	12	5	3777884048	3585793072	3585793072	
26	1	48.000000	8	12	1	3787274448	3796248784	-2	
26	2	244.000000	8	12	5	3786669824	3795783280	3795783280	
26	3	254.000000	8	12	5	3796249504	3786669824	3786669824	
