1	1	1.000000	8	12	1	3890652032	-1	-1	
1	2	1.000000	8	12	1	3796515104	-1	-1	
1	3	1210.000000	8	12	1	3796551104	-1	-1	
2	1	215.000000	8	12	1	3796551104	-1	-1	
2	2	207.000000	8	12	1	3796372960	3796551104	-2	
2	3	223.000000	8	12	1	3795882592	3796551104	3796551104	
3	1	170.000000	8	12	1	3797379856	-1	-1	
3	2	107.000000	8	12	1	3796148832	3797379856	-2	
3	3	165.000000	8	12	1	3795688928	3797379856	3797379856	
4	1	50.000000	8	12	1	3889949104	-1	-1	
4	2	1.000000	8	12	1	3795702224	3889949104	3889949104	
4	3	1.000000	8	12	1	3796090336	3889949104	3889949104	
5	1	8062.000000	8	12	1	3889949104	-1	-1	
5	2	249.000000	8	12	1	3795759280	3889949104	3889949104	
5	3	174.000000	9	14	2	3796071872	3797379856	-2	
6	1	7122.000000	8	12	1	3889949104	-1	-1	
6	2	1221.000000	8	12	1	3796062384	3889949104	3889949104	
6	3	1.000000	8	12	1	3796338176	3889949104	-2	
7	1	222.000000	8	12	1	3797103344	3892226480	3892226480	
7	2	239.000000	8	12	1	3890288352	3797103344	3797103344	
7	3	241.000000	8	12	1	3795661408	3797103344	3797103344	
8	1	210.000000	8	12	1	3797015744	3797103344	3797103344	
8	2	145.000000	8	12	1	3795627056	3797015744	3797015744	
8	3	193.000000	8	12	1	3795859024	3797015744	-2	
9	1	259.000000	8	12	1	3795388992	3796901344	3796901344	
9	2	263.000000	8	12	1	3795798080	3795388992	-2	
9	3	268.000000	8	12	1	3796325680	3795388992	-2	
10	1	7223.000000	8	12	1	3797103344	3892226480	3892226480	
10	2	1218.000000	8	12	1	3795742464	3797103344	-2	
10	3	151.000000	8	12	1	3795813392	3797103344	-2	
11	1	250.000000	8	12	1	3795721264	3795388992	3795388992	
11	2	276.000000	8	12	1	3796209120	3795721264	-2	
11	3	35.000000	8	12	3	3786638208	3795721264	3795721264	
12	1	256.000000	8	12	1	3796209120	3795721264	-2	
12	2	268.000000	8	12	1	3786640000	3796209120	3796209120	
12	3	220.000000	8	12	4	3796413280	3796400416	-2	
13	1	7182.000000	8	12	1	3795721264	3795388992	3795388992	
13	2	274.000000	8	12	1	3795684400	3795721264	3795721264	
13	3	1258.000000	8	12	5	3786653440	3795721264	-2	
14	1	250.000000	8	12	1	3795721264	3795388992	3795388992	
14	2	258.000000	8	12	1	3796142288	3795721264	3795721264	
14	3	239.000000	8	12	6	3796413280	3796400416	-2	
15	1	7247.000000	8	12	1	3796142288	3795721264	3795721264	
15	2	247.000000	8	12	1	3786564912	3796142288	3796142288	
15	3	1203.000000	8	12	6	3795376912	3796413280	3796413280	
16	1	8214.000000	8	12	1	3796142288	3795721264	3795721264	
16	2	22.000000	8	12	7	3786618160	3796142288	3796142288	
16	3	227.000000	8	12	1	3796549664	3796142288	-2	
17	1	263.000000	8	12	1	3796142288	3795721264	3795721264	
17	2	262.000000	8	12	1	3777515840	3796142288	3796142288	
17	3	7222.000000	8	12	9	3585793072	3794911696	-2	
18	1	244.000000	8	12	1	3585407760	3795721264	3795721264	
18	2	1271.000000	8	12	9	3585793072	3794911696	-2	
18	3	251.000000	8	12	9	3795687056	3585793072	3585793072	
19	1	240.000000	8	12	1	3585407760	3795721264	3795721264	
19	2	8250.000000	8	12	9	3585793072	3794911696	-2	
19	3	275.000000	8	12	9	3786167312	3585793072	-2	
20	1	191.000000	8	12	1	3585407760	3795721264	3795721264	
20	2	8218.000000	8	12	9	3585793072	3794911696	-2	
20	3	261.000000	8	12	9	3786634400	3585793072	3585793072	
21	1	255.000000	8	12	1	3795783280	3786692672	3786692672	
21	2	63.000000	8	12	1	3795699712	3795783280	-2	
21	3	248.000000	8	12	9	3585793072	3794911696	-2	
22	1	248.000000	8	12	1	3795783280	3786692672	3786692672	
22	2	258.000000	8	12	1	3786669824	3795783280	3795783280	
22	3	274.000000	8	12	9	3585793072	3794911696	-2	
23	1	250.000000	8	12	1	3786669824	3795783280	3795783280	
23	2	248.000000	8	12	9	3796784144	3585793072	3585793072	
23	3	7186.000000	8	12	9	3787025168	3796784144	3796784144	
24	1	1251.000000	8	12	1	3786669824	3795783280	3795783280	
24	2	257.000000	8	12	9	3585793072	3794911696	-2	
24	3	246.000000	8	12	9	3796452224	3585793072	3585793072	
25	1	235.000000	8	12	1	3585915600	3786335248	3786335248	
25	2	54.000000	8	12	1	3777490832	3585915600	-2	
25	3	256.000000	8	12	12	3786558224	3585915600	-2	
26	1	246.000000	8	12	1	3585915600	3786335248	3786335248	
26	2	274.000000	8	12	1	3786558224	3585915600	-2	
26	3	276.000000	8	12	13	3777239248	3585793072	3585793072	
27	1	252.000000	8	12	1	3795443024	3777624496	3777624496	
27	2	7238.000000	8	12	1	3777657264	3795443024	3795443024	
27	3	1264.000000	8	12	13	3777239248	3585793072	3585793072	
